success_or_not,tar_m,place,identity,video,supp_1,supp_2,supp_3,supp_4,supp_5,supp_6,supp_7,supp_8,supp_9,supp_10,supp_11,supp_12,supp_13,supp_14,supp_15,supp_16,supp_17,supp_18,supp_19,supp_20,supp_21,supp_22,supp_23,supp_24,supp_25,supp_26,supp_27,supp_28,supp_29,supp_30,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10,rate_11,rate_12,rate_13,rate_14,rate_15,rate_16,rate_17,rate_18,rate_19,rate_20,rate_21,rate_22,rate_23,rate_24,rate_25,rate_26,rate_27,rate_28,rate_29,rate_30,dis_1,dis_2,dis_3,dis_4,dis_5,dis_6,dis_7,dis_8,dis_9,dis_10,dis_11,dis_12,dis_13,dis_14,dis_15,dis_16,dis_17,dis_18,dis_19,dis_20,dis_21,dis_22,dis_23,dis_24,dis_25,dis_26,dis_27,dis_28,dis_29,dis_30,pro_1,pro_2,pro_3,pro_4,pro_5,pro_6,pro_7,pro_8,pro_9,pro_10,pro_11,pro_12,pro_13,pro_14,pro_15,pro_16,pro_17,pro_18,pro_19,pro_20,pro_21,pro_22,pro_23,pro_24,pro_25,pro_26,pro_27,pro_28,pro_29,pro_30,att_1,att_2,att_3,att_4,att_5,att_6,att_7,att_8,att_9,att_10,att_11,att_12,att_13,att_14,att_15,att_16,att_17,att_18,att_19,att_20,att_21,att_22,att_23,att_24,att_25,att_26,att_27,att_28,att_29,att_30,type
1,3000,71,0,0,2,5,5,5,5,5,5,5,5,5,6,6,6,6,8,8,8,8,9,9,9,9,9,9,13,14,14,15,15,15,0.01,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.53,0.53,0.53,0.53,0.59,0.59,0.59,0.59,0.6,0.6,0.6,0.6,0.6,0.6,1.11,1.18,1.18,1.18,1.18,1.18,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,6
1,3000,674,0,0,1,4,6,8,8,9,12,12,13,13,17,17,18,18,19,49,49,49,52,52,53,53,53,53,53,53,53,53,58,59,0.05,0.34,0.36,0.41,0.41,0.6,0.64,0.64,0.66,0.66,0.87,0.87,0.87,0.87,1.06,1.24,1.24,1.24,1.44,1.44,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,2.18,2.36,14,19,26,29,31,34,37,38,27,28,28,28,28,28,28,28,28,30,30,30,31,31,31,31,31,31,31,31,31,31,1,1,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,12,13,13,13,13,14,15,16,17,17,17,19,21,21,21,23,24,24,24,25,27,28,28,28,29,30,31,31,33,35,0
0,5000,100,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,9,9,9,10,10,10,10,11,11,11,12,12,12,3
0,500000,550,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,5,5,1
0,5000,210,3,0,20,23,26,28,30,31,31,34,34,35,35,36,36,36,36,37,39,39,40,40,41,43,43,44,44,44,45,48,48,51,0.07,0.09,0.11,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.15,0.15,0.15,0.15,0.15,0.16,0.16,0.17,0.17,0.17,0.19,0.19,0.21,0.21,0.21,0.21,0.22,0.22,0.22,0,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,11,14,15,16,17,17,17,18,18,20,21,24,24,24,24,25,28,28,29,30,31,31,33,33,33,33,34,35,35,36,3
1,10000,521,2,0,14,14,17,66,78,91,92,98,102,102,102,102,102,102,103,103,104,105,106,106,107,107,107,108,108,108,109,109,109,109,0.02,0.02,0.04,0.22,0.28,0.33,0.33,0.39,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.41,0.42,0.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,1.42,4,4,5,4,5,5,6,7,8,8,8,8,8,7,7,7,7,7,8,8,10,10,10,10,12,12,12,12,12,13,2,2,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,11,11,11,11,11,11,3,3,3,3,3,3,4,6,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,15,2
1,20000,210,0,1,69,125,125,125,127,128,129,129,129,130,132,132,153,165,167,168,168,168,168,168,168,168,173,175,176,176,176,180,180,181,0.24,0.33,0.33,0.33,0.35,0.35,0.36,0.36,0.36,0.36,0.37,0.37,0.4,0.41,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.46,0.46,0.51,0.51,0.51,1.01,1.01,1.01,29,57,57,63,63,63,63,63,63,63,64,64,66,68,68,69,69,70,70,70,70,70,70,70,71,71,71,71,71,72,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,9,9,9,28,33,33,34,34,34,35,35,36,36,36,36,41,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,43,4
1,20000,310,1,1,24,37,48,62,74,87,88,91,113,128,140,153,162,202,212,216,219,220,221,224,225,226,227,231,232,233,235,245,255,271,0.1,0.22,0.26,0.29,0.36,0.48,0.48,0.49,0.64,0.68,0.74,0.78,0.83,1.07,1.09,1.1,1.1,1.11,1.11,1.17,1.17,1.17,1.17,1.19,1.19,1.2,1.2,1.22,1.26,1.32,1,1,2,3,4,4,4,7,8,10,11,14,16,16,17,17,17,17,18,20,20,20,20,21,21,21,21,21,22,25,1,1,1,1,2,3,3,3,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,2,3,4,5,6,6,6,6,7,7,7,8,8,10,10,11,11,11,11,12,12,12,12,15,15,17,17,17,19,19,2
1,30000,10,1,0,57,127,168,193,218,254,298,299,299,300,300,301,301,301,303,303,303,305,308,314,309,315,310,316,311,317,312,318,313,325,0.07,0.23,0.25,0.4,0.06,0.66,0.68,0.7,0.7,0.96,0.96,0.96,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,1.01,15,18,21,24,27,30,55,55,57,57,57,57,58,58,58,59,59,60,62,64,65,66,66,66,67,67,67,67,67,67,1,2,3,4,5,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,13,15,17,19,21,23,44,44,45,46,47,47,47,47,47,48,50,51,54,55,56,56,56,57,59,59,59,59,59,59,5
1,3000,71,0,0,3,4,6,7,7,7,7,9,9,9,10,10,10,10,11,11,11,11,11,11,11,12,12,12,14,15,15,15,16,17,0.01,0.01,0.38,0.38,0.38,0.38,0.38,0.39,0.39,0.39,0.58,0.58,0.58,0.58,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.76,0.76,0.76,1.12,1.13,1.13,1.13,1.13,1.13,1,3,4,4,4,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,2,5,7,7,7,7,7,8,9,9,11,11,11,12,12,12,13,13,13,13,14,14,14,14,14,16,16,16,16,17,6
1,5000,730,1,0,59,63,72,73,74,75,89,93,105,105,108,109,111,113,114,115,116,117,118,123,124,126,128,130,136,145,150,165,168,170,0.13,0.15,0.2,0.21,0.21,0.21,0.28,0.36,0.56,0.56,0.57,0.59,0.61,0.62,0.63,0.63,0.63,0.63,0.63,0.71,0.71,0.73,0.8,0.81,0.83,0.88,0.93,1.08,1.09,1.1,13,15,17,19,21,23,25,27,39,40,40,41,41,42,42,42,42,42,42,43,43,44,44,44,46,47,47,47,48,49,1,2,2,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,8,1,2,2,2,3,4,5,6,7,7,7,7,7,8,9,9,9,9,9,11,13,14,14,15,16,20,20,21,21,24,2
0,8000,410,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,4,4,4,4,4,4,4,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,3
0,600000,850,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,0
0,20000,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5000,410,3,0,2,3,4,17,18,19,19,21,21,23,23,25,25,26,27,27,28,29,30,30,34,35,35,36,37,38,39,40,43,45,0.02,0.03,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.08,0.08,0.09,0.1,0.1,0.1,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.14,0.15,0.15,4,5,7,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,9,11,11,11,11,13,13,14,14,14,14,15,15,16,16,16,17,18,18,18,18,18,19,20,22,22,22,3
1,39000,51,1,1,18,63,69,75,78,83,84,109,118,119,120,127,130,133,138,141,144,147,149,151,151,152,154,157,159,160,160,164,164,167,0.21,0.69,0.77,0.77,0.78,0.84,0.84,0.87,0.87,0.89,0.9,0.9,0.91,0.91,0.91,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.93,0.93,0.93,0.93,0.94,0.94,1.01,3,5,7,10,12,12,14,18,19,20,21,22,23,25,26,26,26,27,26,27,27,27,28,28,29,29,30,30,30,30,2,3,4,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,3,4,5,8,9,10,12,14,16,18,19,21,21,22,24,26,29,32,32,33,33,33,33,34,34,34,34,35,35,35,5
0,1000000,410,0,0,12,13,18,19,23,26,26,27,27,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,1,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,2,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,3
1,5000,51,3,1,2,3,4,4,4,4,6,6,8,8,8,10,10,10,12,13,14,15,15,16,16,17,18,20,21,26,26,33,35,38,0.08,0.11,0.14,0.14,0.14,0.14,0.19,0.19,0.22,0.22,0.22,0.3,0.3,0.3,0.36,0.38,0.41,0.44,0.44,0.49,0.49,0.55,0.6,0.68,0.71,0.87,0.87,1.09,1.15,1.23,7,7,8,13,14,18,19,19,20,20,20,22,23,23,23,24,24,24,25,25,26,27,27,27,27,27,27,27,27,27,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,5,5,5,10,10,10,11,13,14,15,15,16,17,19,19,20,21,22,22,23,24,25,26,27,28,30,32,34,36,36,38,39,39,3
0,5000,410,0,0,5,9,17,18,19,19,21,21,23,23,25,25,26,27,27,28,29,30,30,34,35,35,36,37,38,39,40,40,43,45,0.02,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.06,0.06,0.08,0.08,0.09,0.1,0.1,0.1,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.14,0.14,0.14,0.15,0.15,8,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,13,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,8,9,11,11,11,11,13,13,14,14,14,14,15,15,16,16,16,17,18,18,18,18,18,19,20,22,22,22,22,3
1,3000,51,3,1,10,16,26,30,37,38,40,43,47,50,58,62,65,70,71,72,75,78,81,83,84,87,89,92,92,93,94,95,96,97,0.4,0.94,1.24,1.34,1.44,1.47,1.51,1.54,1.58,1.58,1.58,1.59,1.59,1.59,1.59,1.59,1.59,1.6,1.6,1.6,1.6,1.6,1.6,1.61,1.61,1.61,1.61,1.61,1.61,1.61,4,5,7,7,8,9,11,12,14,16,17,17,17,17,18,18,20,20,20,20,22,22,22,22,23,24,24,24,24,24,2,5,6,6,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,15,17,19,19,21,21,21,21,21,21,22,23,24,24,25,27,28,30,31,33,33,34,34,35,35,35,39,41,3
1,10000,410,0,0,4,36,50,67,73,78,85,101,106,115,120,131,140,149,167,197,218,222,232,248,250,259,263,268,283,287,302,302,306,311,0.12,0.18,0.22,0.26,0.28,0.29,0.32,0.41,0.44,0.49,0.53,0.65,0.68,0.73,0.85,0.91,0.95,0.98,0.99,1.05,1.07,1.13,1.15,1.18,1.21,1.22,1.3,1.3,1.31,1.34,2,5,7,10,11,12,15,15,18,18,19,19,22,24,25,25,27,27,27,32,36,38,39,44,50,52,57,57,60,65,3,6,7,7,7,7,7,8,8,8,9,9,9,9,9,10,9,9,9,10,11,11,11,12,13,13,15,15,16,16,20,25,28,30,32,35,37,42,45,47,52,53,55,55,61,64,72,76,82,85,86,90,94,97,99,99,103,103,106,107,3
0,1000,410,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3
0,1500,410,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
